age,retirement_age,monthly_income,monthly_contribution,current_savings,inflation_rate,employment_type,job_stability,contribution_gap_months,worker_type,income_category,season_type,readiness_score,consistency_score,volatility_score,sustainability_score,inflation_vulnerability_score
25,60,71613.59949209084,4013.986688911501,355059.94511925953,12.683981482099707,0,0.696361463661278,5,informal,casual_labor,,0.004261390885175197,0.9880952380952381,0.45545780450808293,0.004261390885175198,0.6314965039512078
49,60,181760.4809271783,26125.511648994845,535454.5040037661,7.554774140782174,2,0.5879361829578078,4,seasonal,,seasonal_trade,0.05509340527806072,0.9696969696969697,0.4944765804506306,0.055093405278060725,0.3569277953629924
61,65,380530.805646623,34688.78242759389,194319.04594373825,15.654045650761907,2,0.5656929998414265,3,seasonal,,tourism,0.011042522475504492,0.9375,0.5211684001902882,0.011042522475504492,0.7740592749915398
25,60,152354.39165745163,21149.935381185554,694892.3582477305,11.110957614308658,1,0.8511205310379527,2,formal,,,0.015706234189281968,0.9952380952380953,0.1488794689620473,0.015706234189281968,0.546822315597557
46,65,90076.84396206401,6385.832931615282,61873.165223811986,5.25649144353703,0,0.44883413709556436,11,informal,artisan,,0.044524457674075445,0.9517543859649122,0.8267487943566534,0.044524457674075445,0.2511224506372563
33,60,118180.96365036583,9548.149260342967,71128.38344757922,12.36341082538712,0,0.6045539541137561,4,informal,market_vendor,,0.007864616027183441,0.9876543209876543,0.5931690688293658,0.007864616027183441,0.6133088673229563
21,60,88616.24157295,4954.277053191466,60790.231977612166,8.66175002107238,0,0.53916389532493,5,informal,artisan,,0.013197970610104987,0.9893162393162394,0.691254157012605,0.013197970610104989,0.4273716249431096
42,65,288218.62783871015,19074.066817114286,41806.59264413689,8.86528812178154,0,0.3344218178744405,5,informal,small_business,,0.01895521808028225,0.9818840579710145,0.9983672731883393,0.018955218080282252,0.43486223260443174
30,60,169043.50522190248,15315.227794921078,257188.84008813632,7.908361315848758,2,0.43276929190695834,6,seasonal,,farming,0.03411620263172801,0.9833333333333333,0.68067684971165,0.034116202631728,0.3819279029356171
48,70,123298.27919217733,15559.878057456292,12160.024842051673,4.6829748077146895,2,0.6890067524010031,6,seasonal,,farming,0.096497430503286,0.9772727272727273,0.3731918971187963,0.096497430503286,0.21155398858293012
29,60,252976.32512665738,15681.740948062563,105108.77702415107,10.14631416499062,0,0.47511147165014267,4,informal,artisan,,0.010272747125541801,0.989247311827957,0.7873327925247859,0.010272747125541801,0.5021041822658684
29,65,197588.69244238667,15037.79655494136,130278.34198569019,9.448296252899508,0,0.44994463986070726,5,informal,artisan,,0.013861838918867171,0.9884259259259259,0.8250830402089392,0.013861838918867173,0.465866274609204
30,65,277821.2482371743,30252.695853036428,7039.532535262999,9.199856586347087,2,0.7887695034498747,4,seasonal,,tourism,0.021589235319400615,0.9904761904761905,0.2534765958601503,0.021589235319400615,0.4500619358799851
41,60,70664.983220002,4061.5429737027534,112650.34303459895,7.846525877367222,0,0.5336229467395707,5,informal,market_vendor,,0.025080673405701158,0.9780701754385965,0.6995655798906439,0.025080673405701158,0.3824864862233796
38,65,149206.33749132967,12214.06612940476,106548.90403424653,8.369307176460925,0,0.6214901989264349,3,informal,market_vendor,,0.026910084445781867,0.9907407407407407,0.5677647016103478,0.026910084445781867,0.40720442067948365
23,65,80162.32207518046,8694.935499791161,6405.940654217053,4.5477958997992465,0,0.5053569608502707,4,informal,artisan,,0.14272207848953053,0.9920634920634921,0.741964558724594,0.14272207848953053,0.19493625082168664
40,70,274406.8785766838,36522.83189562749,6040.467438577608,11.274595553573077,2,0.6398149644161205,5,seasonal,,seasonal_trade,0.01495472915518884,0.9861111111111112,0.4322220427006554,0.01495472915518884,0.5552993515367548
33,65,314902.655409507,34973.50991789081,70348.07720862435,12.277104451332532,0,0.33697728479621625,6,informal,small_business,,0.007916758208401762,0.984375,0.9945340728056756,0.00791675820840176,0.608995479194602
31,65,68456.11782079522,4589.767102154781,182830.5334111675,7.5877112773969335,0,0.5979602139863193,6,informal,casual_labor,,0.030365190449412095,0.9852941176470589,0.6030596790205212,0.030365190449412095,0.36786544896918116
33,60,307718.6925979692,31689.4410236063,138036.1014935192,5.413960602880101,0,0.3190460910282207,4,informal,small_business,,0.07719806334538971,0.9876543209876543,1.0,0.07719806334538971,0.24980066646547594
25,55,372758.5681435612,52862.594435504696,953710.3339422807,10.744748437406319,1,0.8323194360913595,0,formal,,,0.021731240114908082,1.0,0.1676805639086405,0.021731240114908082,0.525562586456938
62,65,201971.43187974734,19612.630930135416,84815.46303251116,8.088695333065052,0,0.35284900956482623,6,informal,artisan,,0.011766639018656818,0.8333333333333334,0.9707264856527607,0.011766639018656818,0.3996759287474491
48,65,120843.43345761005,8759.353303763266,271280.5327870315,9.026773523598544,0,0.5482410710375965,12,informal,small_business,,0.024598430503518082,0.9411764705882353,0.6776383934436053,0.024598430503518082,0.44023645312036547
65,60,355473.97275327507,46425.546650090066,328456.4947412923,6.872320979225165,2,0.7387617274777786,6,seasonal,,seasonal_trade,0.00485161455166511,0.0,0.3134859270266657,0.00485161455166511,0.3419489563379321
61,65,135068.72378409153,13609.158821445251,343072.4798394934,8.667680728495354,0,0.49477313942745293,9,informal,casual_labor,,0.021900861612311633,0.8125,0.7578402908588207,0.021900861612311633,0.4238925526180438
55,60,90460.7438690332,8586.737432928257,424028.8612630453,8.17297370119432,0,0.6498906020884833,7,informal,casual_labor,,0.03282712895817392,0.8833333333333333,0.525164096867275,0.03282712895817391,0.39523392197667245
34,60,128730.33933554764,14901.890279702044,36638.30632588868,8.05860442074854,0,0.5840387726816323,5,informal,market_vendor,,0.03997029903551443,0.983974358974359,0.6239418409775516,0.039970299035514426,0.38682497961211515
37,65,73516.64130097724,4508.109769978795,35257.51102748416,9.390793541557402,0,0.6813967148448954,14,informal,market_vendor,,0.013540831058053615,0.9583333333333334,0.4779049277326569,0.013540831058053615,0.4631817196355056
38,65,59125.379337930135,5895.849846845976,118007.27863415323,6.597584904197307,0,0.4276528973268242,1,informal,casual_labor,,0.059370001152644084,0.9969135802469136,0.8585206540097636,0.059370001152644084,0.31029431404152225
38,65,131595.44671214797,10933.194838177744,119527.18785104038,7.567099449926712,0,0.5586330596377329,6,informal,artisan,,0.03440961382858007,0.9814814814814815,0.6620504105434006,0.03440961382858007,0.36533592400261367
30,65,113125.01416220065,15610.009690610148,84630.92661034834,6.249797865716424,2,0.5606507914412595,6,seasonal,,seasonal_trade,0.08535126127566117,0.9857142857142858,0.5272190502704885,0.08535126127566117,0.2858184867579796
43,60,228969.68881651844,19500.89589844904,46019.00665522835,5.550794352184565,0,0.5111745010107464,6,informal,artisan,,0.04616344294257478,0.9705882352941176,0.7332382484838804,0.04616344294257478,0.2647275286910763
42,65,30000.0,3475.2858535998125,5916.614879544172,7.932142714089926,0,0.6994153924745188,4,informal,artisan,,0.04207939131212451,0.9855072463768116,0.4508769112882218,0.04207939131212451,0.37991814884400593
59,65,366999.98266786,25748.169221788947,129821.48509526314,16.688963828807374,0,0.6660129693884337,8,informal,artisan,,0.00805657365944563,0.8888888888888888,0.5009805459173495,0.00805657365944563,0.8277253981210382
33,65,51588.1681346329,5640.938971211429,42150.0810636483,5.726515136416807,0,0.30448044615529407,7,informal,market_vendor,,0.08020395825352093,0.9817708333333334,1.0,0.08020395825352093,0.26336129777387385
24,65,295868.9207350155,18760.662498519345,131526.9553804509,9.083476112950631,0,0.6440755913136551,3,informal,small_business,,0.011574047929674865,0.9939024390243902,0.5338866130295173,0.011574047929674865,0.4489171762525642
49,65,262104.01349150072,16149.079090094509,222013.84799774777,9.694947988204003,0,0.6941801456036094,3,informal,small_business,,0.017534550931457865,0.984375,0.4587297815945859,0.017534550931457865,0.47624757144635027
35,60,200267.03023173238,13793.29789515777,61164.69465268329,12.430924577340754,0,0.6144673685797485,7,informal,artisan,,0.007087599876224358,0.9766666666666667,0.5782989471303772,0.007087599876224359,0.617140957892252
45,60,140008.75855748975,16062.422072424892,511009.24691092613,7.981491172123535,0,0.3645019293934051,1,informal,casual_labor,,0.050302396525155876,0.9944444444444445,0.9532471059098924,0.050302396525155876,0.3790001519160673
47,65,285544.9061840801,23236.505188533225,389764.63286094164,7.286331065158317,0,0.5543927404516802,2,informal,artisan,,0.03742249160499234,0.9907407407407407,0.6684108893224797,0.03742249160499234,0.35068292010206176
51,65,89321.11324787163,5669.792972893334,311872.84939004655,10.549353468766355,0,0.4826415278380261,3,informal,small_business,,0.02124714174963385,0.9821428571428571,0.7760377082429609,0.02124714174963385,0.5162604930124243
65,60,148759.88241991142,8013.43660585473,80007.14732486714,12.28193949652176,0,0.3676533617774234,6,informal,market_vendor,,0.0036312557683726874,0.0,0.948519957333865,0.003631255768372687,0.6118670316439107
44,65,233815.74269815744,13114.91692542433,28638.697918914997,8.736727251664636,0,0.6169988130226526,5,informal,market_vendor,,0.01690258219164136,0.9801587301587301,0.5745017804660211,0.016902582191641362,0.42945270006037106
20,65,374376.53345948993,41985.293010292065,140062.58844442025,4.346288873611279,0,0.34186425356315847,5,informal,artisan,,0.1728696238778925,0.9907407407407407,0.9872036196552624,0.17286962387789248,0.17974737753827139
56,60,40117.690584212614,4315.916659866549,71041.05850160765,9.496817339275168,0,0.6132141000699162,8,informal,market_vendor,,0.019569130770283282,0.8333333333333334,0.5801788498951257,0.019569130770283282,0.4655486439430699
31,65,172374.04783837806,9072.063216112629,553034.0044357885,9.320900052391933,0,0.3901636708401087,4,informal,small_business,,0.013912046260568448,0.9901960784313726,0.9147544937398369,0.013912046260568448,0.4595613629836461
39,60,143936.4982916602,16490.524457304335,1178515.3543676273,7.055462232692227,1,0.8626092173493722,1,formal,,,0.07707705930711704,0.996031746031746,0.13739078265062776,0.07707705930711703,0.32558239758719415
45,65,218472.43299969207,20898.827559451835,4870.187773920797,10.207004661260445,0,0.48222339563787703,10,informal,market_vendor,,0.019926907575155802,0.9583333333333334,0.7766649065431845,0.019926907575155802,0.5001805311378162
54,60,51847.754341766165,5459.1549756015565,212783.7103173166,10.651577807566234,0,0.36152388099316557,3,informal,artisan,,0.030796313288446283,0.9583333333333334,0.9577141785102516,0.03079631328844628,0.5161774240194081
39,65,86153.81286711938,6450.4846427824905,263455.3729641758,9.80369583826897,0,0.5400279846631815,4,informal,casual_labor,,0.01968766018744879,0.9871794871794872,0.6899580230052278,0.019687660187448785,0.4805342003012012
30,60,302090.89934589254,36127.94745776368,354440.2147474845,8.408599537806442,1,0.9343512166428167,0,formal,,,0.038011411672906746,1.0,0.06564878335718327,0.03801141167290674,0.40444883995911335
35,60,113238.3034655598,6895.4365815698275,174224.00797421052,8.350516314795186,0,0.6385778390139798,4,informal,artisan,,0.022606191704239328,0.9866666666666667,0.5421332414790303,0.022606191704239328,0.40808714710767746
21,60,270402.05770549056,18860.224752786427,457586.78241353354,10.13539476297964,0,0.31023498050077974,5,informal,small_business,,0.009288367057680068,0.9893162393162394,1.0,0.009288367057680068,0.5020626748073298
20,65,288766.39745226025,24929.973832146534,83011.97236122396,7.429219565659379,0,0.6731824663862356,5,informal,artisan,,0.030467392993208907,0.9907407407407407,0.49022630042064663,0.030467392993208907,0.3601435306759799
34,60,133379.21042625664,19084.206481457437,207539.12347791163,7.705431098543118,2,0.7838679635349034,1,seasonal,,seasonal_trade,0.05892103153982353,0.9967948717948718,0.2593584437581159,0.05892103153982353,0.3625709574878961
32,65,224800.94784759998,22698.78901557728,86581.33139093018,13.896246004697486,0,0.4296540695331185,3,informal,artisan,,0.0037649902764456825,0.9924242424242424,0.8555188957003221,0.0037649902764456825,0.6921963386805351
57,65,94712.26215826815,5776.891262269195,610527.825868639,10.781448616525154,0,0.4796351828674308,6,informal,market_vendor,,0.028965743611621887,0.9375,0.7805472256988538,0.028965743611621887,0.5234577970068506
43,60,254029.75173383974,30409.78084733668,336978.73269451514,9.771060399665796,1,0.9272304692829343,1,formal,,,0.03310331496002134,0.9950980392156863,0.07276953071706571,0.03310331496002135,0.47238029548811333
40,60,62749.62629096475,7050.264085741627,52648.6218828663,5.02946562091598,0,0.5351610276769132,9,informal,small_business,,0.07633808736953228,0.9625,0.6972584584846302,0.07633808736953226,0.23227629174622186
49,60,232384.23725196742,23461.68900790192,35166.14537431106,7.432418680603946,0,0.6540735477266976,2,informal,artisan,,0.03334727587851612,0.9848484848484849,0.5188896784099537,0.03334727587851612,0.35922838822086045
34,60,131860.53401725471,14071.419019421666,201051.99118835872,2.6959879963448925,0,0.6356486412424659,6,informal,market_vendor,,0.17212951477422447,0.9807692307692307,0.5465270381363012,0.17212951477422447,0.11159644453484563
35,65,218018.12035545844,25287.900973768137,336929.2198059575,15.734134373188448,2,0.5259871718804154,5,seasonal,,seasonal_trade,0.0029995064472700095,0.9861111111111112,0.5688153937435014,0.0029995064472700095,0.7843469867846928
59,60,227693.0505328034,23783.964213048053,824694.8091344581,8.834004801285346,2,0.5673578493478024,3,seasonal,,farming,0.01825022648957616,0.75,0.5191705807826371,0.01825022648957616,0.43363911064259425
20,60,199543.50395950407,10229.441165297889,82540.24167461049,10.779101516808316,0,0.4930913549907133,9,informal,small_business,,0.004423283167217997,0.98125,0.7603629675139301,0.004423283167217998,0.5365711249255642
21,65,63170.19404407732,5567.638475208468,123030.48732153939,10.32518834399846,0,0.6697977434121167,5,informal,casual_labor,,0.008574482225579758,0.990530303030303,0.4953033848818249,0.008574482225579758,0.5118327600033542
23,60,313036.65591107286,32368.94757534036,300541.0107008799,9.506044468226047,0,0.6469622478369706,4,informal,small_business,,0.017971940489713723,0.990990990990991,0.5295566282445441,0.01797194048971372,0.4667601201375258
46,60,329991.4131553165,30931.975945519203,92281.8743626781,6.372524067257411,0,0.40774741808107756,5,informal,small_business,,0.04005417755508956,0.9702380952380952,0.8883788728783836,0.04005417755508956,0.30586389283967
34,60,190607.45303046622,22552.31019493449,361014.5775165639,8.744438330445359,1,0.8684104976325554,1,formal,,,0.037410456471402655,0.9967948717948718,0.1315895023674446,0.037410456471402655,0.4208652450458684
40,65,206629.22126910908,23782.939222327717,253864.9959371977,10.608269451258911,0,0.5900636605199319,6,informal,small_business,,0.020758368746621104,0.98,0.6149045092201022,0.020758368746621104,0.5194029541113082
60,65,133863.54726497724,14052.446086253749,224377.700265119,9.703026324889695,0,0.3063988588162964,5,informal,market_vendor,,0.02222994684479137,0.9166666666666666,1.0,0.02222994684479137,0.47436642827268927
31,60,150231.62174131937,13161.440694574869,361076.7019575903,7.392289668864107,0,0.30743213362203964,8,informal,casual_labor,,0.04116633412209119,0.9770114942528736,1.0,0.04116633412209118,0.3543988101214182
25,55,294149.09242476005,37565.45706656536,5528.364815848598,11.741066890331755,1,0.8977130582527796,1,formal,,,0.012546230713310187,0.9972222222222222,0.10228694174722042,0.012546230713310185,0.5796880378152622
34,65,254837.4419099294,27893.09791258677,155692.48786774185,6.841818051319874,2,0.5150994152682515,1,seasonal,,tourism,0.05616502154064929,0.9973118279569892,0.5818807016780981,0.0561650215406493,0.3228773596545145
45,65,204339.51380433593,22236.176461226176,731338.7635039177,8.283237344686315,2,0.7977766768684006,4,seasonal,,seasonal_trade,0.044872140249573714,0.9833333333333333,0.24266798775791928,0.044872140249573714,0.3955775378417522
46,60,131882.90867025586,15002.935145339068,1198478.5950641348,8.624519712658664,1,0.9364380042580666,1,formal,,,0.059623314143852815,0.9940476190476191,0.06356199574193344,0.059623314143852815,0.40551486322454827
30,60,257946.58443433806,33166.935486838134,195543.90655961633,10.002774246743577,1,0.8419968640490426,1,formal,,,0.023462329686655504,0.9972222222222222,0.15800313595095739,0.023462329686655504,0.48840429297926463
31,60,93915.91716264996,10504.630484497042,494471.52211778145,5.864612334993034,0,0.5278614649288101,7,informal,casual_labor,,0.0939093506729549,0.9798850574712644,0.7082078026067848,0.0939093506729549,0.26569351993326185
55,65,468440.61732919246,41443.8572499327,205939.06017292463,8.686017105641165,2,0.44106742247487785,4,seasonal,,tourism,0.024624941724468895,0.9666666666666667,0.6707190930301465,0.0246249417244689,0.42360622202985054
40,60,108834.032251053,13955.693806806781,170425.75805759573,12.109523658689055,2,0.6310238335366178,4,seasonal,,seasonal_trade,0.019781765509161327,0.9833333333333333,0.44277139975605856,0.019781765509161327,0.5934987950622613
20,60,187605.41798826138,17142.909837132418,168005.66126774222,4.2789061296799895,0,0.6091939018283807,5,informal,small_business,,0.13539622790325695,0.9895833333333334,0.5862091472574289,0.13539622790325695,0.18497791900845972
39,55,143061.96488992556,18924.037726656723,40164.619899309466,5.224790165086656,1,0.8068377736923004,2,formal,,,0.07507695800124117,0.9895833333333334,0.19316222630769964,0.07507695800124117,0.24162644066485736
52,70,292834.900755995,42273.01443443059,621970.4171948135,14.046599847198696,2,0.46348489568780765,2,seasonal,,seasonal_trade,0.016752507581389856,0.9907407407407407,0.6438181251746308,0.016752507581389856,0.6905642038382874
48,65,109176.74187097172,12623.925549708456,252063.83216691704,9.11675032818084,0,0.6120833526492231,5,informal,casual_labor,,0.037453897103993175,0.9754901960784313,0.5818749710261654,0.037453897103993175,0.438764624973318
40,65,126098.82497690838,8926.27946304646,11078.621308183865,9.775546313137033,0,0.6718789994661782,8,informal,market_vendor,,0.014954269531495278,0.9733333333333334,0.49218150080073264,0.01495426953149528,0.4814680079376384
25,60,246948.79316466808,24973.493263166085,830789.704168021,8.599605581805665,1,0.9292497327048651,2,formal,,,0.03039835817754284,0.9952380952380953,0.0707502672951349,0.03039835817754284,0.41690958455721694
37,60,188571.81754872613,22474.566413739074,261782.749505637,9.824594903566375,2,0.7315346439735286,3,seasonal,,seasonal_trade,0.028842845445124568,0.9891304347826086,0.32215842723176563,0.028842845445124565,0.47706128156009253
30,60,272955.30089794385,40122.13809451787,74988.4103082129,9.76556373221257,1,0.8941562079607127,0,formal,,,0.028513235202219635,1.0,0.10584379203928729,0.028513235202219635,0.47435579583168636
36,65,50006.283091672594,4874.872822727966,36909.749142289475,7.878710521400338,0,0.41447449867365355,6,informal,casual_labor,,0.03549430272842293,0.9827586206896551,0.8782882519895198,0.03549430272842294,0.3799530592522072
46,60,30000.0,2628.8020646027685,99884.64020304703,7.613082264146441,0,0.4535194708191245,6,informal,casual_labor,,0.04054738181184166,0.9642857142857143,0.8197207937713131,0.04054738181184166,0.36521958554085676
38,55,223089.70695116767,29665.420504073605,1394601.2527945165,5.9137169124827045,1,0.9032068335611193,0,formal,,,0.0949943224920198,1.0,0.0967931664388807,0.0949943224920198,0.26759736904859055
33,65,139436.93415879394,12519.178183210919,685020.9029756995,11.564835518126415,0,0.6110351573492545,7,informal,small_business,,0.010864108018226166,0.9817708333333334,0.5834472639761182,0.010864108018226166,0.5719596947922235
40,60,40000.0,4649.89233307692,98624.08466894514,7.6629627230884,2,0.4482444732742532,6,seasonal,,seasonal_trade,0.05041744123704521,0.975,0.6621066320708962,0.05041744123704521,0.36383078751477116
49,60,184207.37854854713,12928.249543469175,296914.23558868986,4.790016358040772,0,0.611804655711001,9,informal,small_business,,0.036424035385230466,0.9318181818181819,0.5822930164334985,0.036424035385230466,0.2307772316359831
44,65,142438.1210249106,12307.19040569894,255299.91792225215,8.076543208937235,0,0.3540077938886748,5,informal,casual_labor,,0.034298137612804494,0.9801587301587301,0.9689883091669879,0.034298137612804494,0.38997664092606715
30,65,40000.0,3904.3527260160304,214732.03399256195,11.278852233271706,2,0.7751263627301838,1,seasonal,,seasonal_trade,0.0114957121086525,0.9976190476190476,0.2698483647237795,0.011495712108652498,0.5574596897540991
44,65,127159.46962538535,10103.804928095022,9396.072822952498,12.328487338787646,0,0.684766120564515,4,informal,casual_labor,,0.010283643455997507,0.9841269841269842,0.47285081915322746,0.010283643455997507,0.6100852785321887
20,60,185217.72269540973,17596.228849828727,188405.34905874394,6.853375927483174,0,0.4674160113600284,2,informal,artisan,,0.04827763313438149,0.9958333333333333,0.7988759829599574,0.04827763313438149,0.326125557936207
26,65,214227.16222003457,24131.298274653618,142060.34748455428,8.7326810127256,0,0.37412163340957383,2,informal,artisan,,0.025325637046498324,0.9957264957264957,0.9388175498856393,0.025325637046498328,0.42557601514772314
39,60,119935.35386284097,10671.354481345863,141246.97076473405,11.231960945567472,0,0.5834914319619597,5,informal,small_business,,0.016159451473279934,0.9801587301587301,0.6247628520570604,0.016159451473279938,0.55252293088589
39,60,319605.4184551003,47055.73299019169,1015916.4546839556,9.49136377594521,1,0.9024872042434469,1,formal,,,0.043464549172977845,0.996031746031746,0.09751279575655314,0.043464549172977845,0.45394129641935094
31,65,427744.1690958949,23636.711154043063,164808.15864008732,11.604190474924174,0,0.4271851711661574,5,informal,small_business,,0.004676366668121543,0.9877450980392157,0.8592222432507639,0.004676366668121543,0.5774962512688353
43,65,175634.6635006613,18321.204671799434,60768.611942046155,11.555085534807315,2,0.48552404152718265,5,seasonal,,seasonal_trade,0.015758257778985166,0.9810606060606061,0.6173711501673808,0.01575825777898517,0.5686498759145799
39,65,64968.21322308085,7058.7246848793575,1141755.6627015185,6.266169283850818,0,0.3289429030965306,8,informal,small_business,,0.12437107843859603,0.9743589743589743,1.0,0.12437107843859603,0.2743419526169743
61,60,107724.19727868162,11079.582830205374,42933.99369756114,12.210974668912478,2,0.4936877761943963,2,seasonal,,farming,0.002269893919242899,0.0,0.6075746685667244,0.002269893919242899,0.6091628525881742
28,65,219177.35565836736,24237.61995788975,68444.41529224631,6.423658089353118,0,0.5519608964134795,4,informal,market_vendor,,0.06403366470474421,0.990990990990991,0.6720586553797808,0.06403366470474421,0.30061638605407814
23,65,124429.28300949556,7485.638108327457,102094.38644519316,9.466744911485566,0,0.5185095284045036,4,informal,artisan,,0.009191817285753382,0.9920634920634921,0.7222357073932446,0.009191817285753382,0.4689864160984178
42,65,64878.08285278563,7256.254680085593,142857.56899066688,9.647640061769467,0,0.4194166569787592,9,informal,casual_labor,,0.028714533988367926,0.967391304347826,0.8708750145318612,0.02871453398836793,0.4685306286654124
54,60,84339.88336560465,12269.902558566873,70968.1479786265,9.648889004503799,2,0.6818808438429169,1,seasonal,,seasonal_trade,0.03075564095650649,0.9861111111111112,0.3817429873884997,0.030755640956506493,0.4676065619326048
40,60,329840.8087887722,41046.15844915562,15215.990459985635,2.7074892436126214,1,0.9000296386319157,0,formal,,,0.138732245212404,1.0,0.09997036136808435,0.138732245212404,0.11659365909789045
41,65,56347.81444484217,4141.849529262081,77338.27405843328,8.74027428938096,0,0.30126971927380125,6,informal,casual_labor,,0.023697066341545298,0.9791666666666666,1.0,0.023697066341545298,0.4266577714851098
55,60,40000.0,5060.838602197191,593670.3244174175,11.802954708370867,2,0.5411739847909319,4,seasonal,,farming,0.06264469060290281,0.9333333333333333,0.5505912182508816,0.06264469060290281,0.5531781131232449
31,60,100000.0,11972.381392850177,582591.9673405102,7.610108479750657,1,0.868917015260898,4,formal,,,0.05969764194839808,0.9885057471264368,0.13108298473910196,0.05969764194839807,0.3577901474269017
44,60,232248.9382966185,30370.587963117006,118035.993461767,7.616302145518352,1,0.8617919822918395,1,formal,,,0.05040972200504737,0.9947916666666666,0.1382080177081605,0.050409722005047376,0.3616183235828163
31,65,217316.28593405552,25021.15580497258,195574.163055062,13.24737935972998,0,0.6198713654614405,6,informal,artisan,,0.005144453046325183,0.9852941176470589,0.5701929518078392,0.005144453046325182,0.6589614419313496
21,60,131801.42061580467,10147.585750569178,104685.69957441522,6.611175121880914,0,0.465044411651776,3,informal,artisan,,0.0432049458006505,0.9935897435897436,0.802433382522336,0.0432049458006505,0.316276982953072
43,60,55439.60173711229,4413.602756863803,110566.98808074222,10.819853472580625,0,0.5229380258865867,5,informal,market_vendor,,0.019361530914571948,0.9754901960784313,0.71559296117012,0.019361530914571948,0.5305182272540059
26,65,125492.73864268369,12393.378196500982,364216.0283701188,10.863130572045511,0,0.5386955451119632,5,informal,market_vendor,,0.009823043106314494,0.9893162393162394,0.6919566823320553,0.009823043106314494,0.5378210786083393
20,65,219362.62258781947,22268.09182689089,276918.5244576234,14.01445488018785,0,0.4188986986979781,10,informal,small_business,,0.0013243043164094669,0.9814814814814815,0.8716519519530328,0.0013243043164094669,0.6997947738548945
39,60,256012.89840570686,36001.94008457309,238590.6652974743,10.751952669973168,2,0.6930316661209575,4,seasonal,,farming,0.027538113270803813,0.9841269841269842,0.36836200065485103,0.02753811327080381,0.5227932089732563
53,65,103131.37643912801,10507.643770964354,46960.712626354165,10.194356357137416,0,0.340281450924943,5,informal,market_vendor,,0.024442006120632884,0.9652777777777778,0.9895778236125855,0.024442006120632884,0.4972592918330175
62,70,140885.2823747505,14760.00263065504,155767.71016550984,6.937096177572494,2,0.5478334196576783,3,seasonal,,farming,0.03317243318063967,0.96875,0.542599896410786,0.03317243318063967,0.33534879090771497
40,65,78439.21924322401,7272.798280523736,41412.76270474761,10.186728061212511,0,0.3105339277227965,8,informal,market_vendor,,0.01799706127676198,0.9733333333333334,1.0,0.017997061276761976,0.500169844604258
35,65,166698.0280244698,14581.98163618609,27125.3538913084,8.238620106470968,0,0.323598575414841,3,informal,casual_labor,,0.02757587691559763,0.9916666666666667,1.0,0.02757587691559763,0.40057164662302785
32,65,156775.90332143015,16914.980855657257,200356.54628677707,9.275275045986085,2,0.7522817006986626,1,seasonal,,tourism,0.023887752808944347,0.9974747474747475,0.29726195916160486,0.023887752808944347,0.4526854784226299
48,65,306785.0542215676,45648.3898871378,647543.6206571795,10.650843466211622,2,0.47391891341273196,5,seasonal,,tourism,0.034624131986120965,0.9754901960784313,0.6312973039047216,0.034624131986120965,0.5141033628136998
20,65,178110.35406595079,12963.716292437988,55613.97711851674,9.805811830269887,0,0.4337566376271477,8,informal,small_business,,0.007885597606199987,0.9851851851851852,0.8493650435592783,0.007885597606199987,0.4864243571987132
31,70,40000.0,3580.77065518034,328270.595139837,11.517859020008059,2,0.7346735683911937,4,seasonal,,tourism,0.00873954165294518,0.9914529914529915,0.3183917179305676,0.008739541652945179,0.5708599105674974
33,60,30000.0,3246.396346026671,169945.861438069,9.73090380394591,0,0.5942025408609373,6,informal,market_vendor,,0.02956624062705635,0.9814814814814815,0.6086961887085941,0.029566240627056345,0.47215987802798537
43,70,147226.91743588258,16124.893047032157,391150.27897569584,10.278419264013401,2,0.728557197853417,6,seasonal,,seasonal_trade,0.02194079977882121,0.9814814814814815,0.3257313625758996,0.02194079977882121,0.5026451262449452
30,65,44126.07734610583,4382.198680706617,103502.73765814342,11.148085309637146,2,0.7244112453223684,8,seasonal,,tourism,0.010263674826458813,0.9809523809523809,0.33070650561315784,0.010263674826458813,0.5516832493540703
52,65,270026.19634682673,26589.25306960281,50008.01792496556,13.114557121608456,0,0.6579768920486558,12,informal,artisan,,0.01413549397533835,0.9230769230769231,0.5130346619270163,0.01413549397533835,0.6464588189213365
30,70,164669.82453845363,13648.418896501664,57242.81455295122,7.608640272056019,2,0.7178043579108214,3,seasonal,,farming,0.029214897237610865,0.99375,0.3386347705070143,0.029214897237610865,0.36931773141949775
35,65,329219.7226134909,30588.128496544585,34775.28264326352,7.078719116478078,0,0.34907794513583423,9,informal,artisan,,0.041010852352984156,0.975,0.9763830822962487,0.041010852352984156,0.33942074059719746
20,65,84998.6876316674,5620.923945983751,48990.27465997235,5.977129667801802,0,0.5974947259809782,5,informal,casual_labor,,0.04838472224366338,0.9907407407407407,0.6037579110285327,0.04838472224366338,0.28439639545054257
65,65,137721.19820965768,16163.126302327144,196793.005573812,9.620720628877136,0,0.633655464209434,10,informal,artisan,,0.006442851410570688,0.0,0.5495168036858491,0.006442851410570688,0.4779367877701334
49,60,220903.75071195877,22470.675331484177,386488.3160965252,8.59934211260053,1,0.8668738324740525,2,formal,,,0.03400299996502663,0.9848484848484849,0.13312616752594753,0.034002999965026634,0.4153469341523261
